stop_id,closeness
12370,0.019688578929529566
17407,0.015443576141482939
4459,0.025002188534994675
19327,0.015457698517937199
1127,0.019322330124455594
16161,0.02541555894207203
20893,0.020187636490010735
22712,0.01770888906399563
8513,0.02669847606991577
29491,0.02182489142478699
24976,0.011618456302179869
18307,0.020452921281093765
19379,0.015612472667638483
14940,0.02413322653616287
16936,0.016595928071802296
23890,0.021810932672328483
3566,0.02340038747450264
22768,0.024233864124901007
24141,0.023430303009586446
16231,0.020393833502178625
93,0.027873055504160932
16545,0.02115351380710785
53,0.01762458313727608
16123,0.020545430294056376
1346,0.022347379574537453
16367,0.021181883919135235
18784,0.016323930412831474
18598,0.022243748255742258
15012,0.023006657481233355
15114,0.017187705693921175
1943,0.016211160146254015
16221,0.01834070716543829
21334,0.018399070181937264
24904,0.01784017885726035
218,0.020235731735218792
25253,0.01236487613927961
27808,0.019242349169542938
28985,0.01866124711416997
30200,0.024490065704618615
4471,0.02604877233118366
21017,0.017634740013326714
25420,0.013341378320381878
31595,0.01902447689280292
15603,0.0165916899947595
17053,0.011376839016358616
20417,0.01554839009684711
21900,0.020684025818444075
23062,0.021785630287890056
25016,0.010626513962366529
23849,0.01806935130119364
26125,0.021393236684820773
27126,0.01908810408300798
27736,0.020479931638947277
29034,0.01552136806327655
24618,0.021382058660677383
681,0.021573450288532504
24282,0.01713560741472195
18648,0.0212954678199058
27130,0.019319117033629835
784,0.02277023143949586
30153,0.01927535681695793
30182,0.012548858071307612
4333,0.020761146110976497
13816,0.019290111513701764
18523,0.020062548202653834
24020,0.020628779773593536
28988,0.01768551797449281
31573,0.014252016064056622
24675,0.0172702672740466
32126,0.01988800394597496
31181,0.013674608359974664
32487,0.020774485676530847
26691,0.014073272587658964
19411,0.013048485656088786
18367,0.017785348526147406
25740,0.012369628947223578
220,0.020013869119310922
22828,0.018105051294783885
16226,0.01841879687327857
20632,0.020357220286833518
21996,0.017988240527273658
22978,0.017669151612637136
19004,0.0280195231223915
24263,0.017401227186989887
24504,0.01670258817623917
24907,0.017725329157901405
17864,0.019722937968202174
17384,0.021142682648472248
20787,0.018655761798486745
20202,0.01284554795739952
25407,0.026719863408853475
8354,0.02669483686921302
23407,0.021394872659228636
27030,0.01866650690275416
30995,0.016595968253507076
18094,0.027135196977104616
2852,0.018573187898231557
21871,0.015609575026501777
24357,0.01756111933080978
2701,0.01623146742695307
24844,0.02390368084253108
24982,0.018509642323338838
26151,0.014776180051887468
30054,0.02339946882232858
31332,0.012228419635760969
841,0.025769523576792578
23397,0.01939252138142539
29419,0.01827498730255642
17776,0.016949068722298122
16374,0.01859263428428055
16587,0.020064867966172642
22975,0.016915273101026466
16873,0.015084826704401658
29646,0.01373168474319576
23899,0.020454447115205283
21042,0.020875749015905404
23254,0.020069773536124567
24680,0.01771213802780143
16325,0.02168579405693134
27271,0.01391131221352124
24417,0.019890774128209814
20332,0.013361924023489851
27387,0.020014511944615176
29650,0.008393909410191476
21378,0.019869354177144374
20625,0.017951894318354433
18136,0.019447348598227623
23164,0.015137461711905692
24906,0.017423387424760045
26203,0.017411128186240268
18768,0.013592525647724648
5602,0.025762598472547957
32458,0.016951478880205758
17859,0.025341047728196977
31761,0.019244564172177715
23562,0.016681369894684328
32622,0.009378895330460851
18152,0.021989003092479243
21801,0.016568389171628884
22055,0.022656695450977152
14911,0.026242041630456004
22695,0.01578083415447237
5373,0.025824961429273815
30465,0.019644622769936233
21698,0.016871016531356413
19829,0.018406827269333948
30897,0.023068405925866096
20728,0.02570844014709826
32654,0.026881762599661945
11113,0.020828996807810758
1681,0.01732837839545966
31093,0.01739990201528663
25438,0.026235362336591145
16451,0.019723590617158906
16369,0.02043018284186541
15451,0.019354301316640267
21136,0.018944476612021706
21572,0.018865977111464635
6287,0.0220448003602039
16983,0.01667522180514233
27927,0.02174823510747997
28479,0.016546891106030942
29118,0.01800591309510206
27630,0.020508976884951357
15513,0.022085749222270374
18927,0.013076190821389668
20555,0.022677833819401135
30343,0.01751644442627224
18601,0.020055064017040002
20917,0.01839146766836598
27786,0.020949857267731506
13383,0.019693783148591885
15639,0.01193234536867631
22448,0.019502486712872864
21610,0.020762875512104987
23977,0.020169310986087898
24899,0.01948455263984491
19222,0.013609973830409938
16189,0.022281274887447786
970,0.01773069366860714
16955,0.018321588040248957
18818,0.020679376888394118
26689,0.014269729001098151
22410,0.016094399186651124
23764,0.02303611607285388
27385,0.01991316587235761
5607,0.023958196800097867
13795,0.016264281222935377
15640,0.011795498798423367
16926,0.023968543144776366
17179,0.019008043304340833
1152,0.018156942523985864
16835,0.018898147956686862
17194,0.024401227448132484
19218,0.014183582676350694
17390,0.0195168133025825
2298,0.010860644049105417
29184,0.014749963956248264
